Alfred de Musset's Birthday	День рождения Альфреда де Мюссе
Carlo Emilio Gadda's 121st Birthday	121 год со дня рождения Карло Эмилио Гадда
Anniversary of the publication of Pinocchio	Юбилей издания книги о Пиноккио
Maya Plisetskaya's 90th birthday	90 лет со дня рождения Майи Плисецкой
Rafael Escalona's 85th Birthday	85 ­лет со дня рождения Рафаэля Эскалоны
Alexander Graham Bell's 161st Birthday	161 года со дня рождения Александра Грэхема Белла
Victor Brecheret's 119th Birthday	119 лет со дня рождения Виктора Брешере
Feliza Bursztyn's 81st Birthday	81 год со дня рождения Фелисы Бурштын
Srinivasa Ramanujan's 125th Birthday	125 лет со дня рождения Рамануджана Сринивасы
Richard Scarry's 92nd Birthday	92 года со дня рождения Ричарда Скарри
Marina Lavrova-Berg's 117th Birthday	117 лет со дня рождения Марины Лавровой-Берг
The Peak District becomes Britain's 1st National Park	Пик Дистрикт объявлен первым национальным парком Британии
Grace Hopper's 107th Birthday	107 лет со дня рождения Грейс Хоппер
Kenzo Tange's 100th Birthday	100 лет со дня рождения Кэндзо Тангэ
Ernesto Carneiro Ribeiro's 175th Birthday	175 лет со дня рождения Эрнесту Карнейру Рибейру
46th Anniversary of Star Trek's 1st Broadcast	46 лет со дня первого показа "Звездных войн"
Yps Magazine's 40th anniversary	40 лет журналу Yps
Leonardo Torres Quevedo's 160th Birthday	160 лет со дня рождения Леонардо Торреса Кеведо
Alexander Calder's 113th Birthday	113 лет со дня рождения Александра Колдера
200th Anniversary of Grimm's Fairy Tales	200 ­лет сказкам братьев Гримм
Wilhelm Busch's 180th Birthday	180 ­лет со дня рождения Вильгельма Буша
Hannah Arendt's 108th Birthday	108 лет со дня рождения Ханны Арендт
Bruce Lee's 70th Birthday	70 ­лет со дня рождения Брюса Ли
Mykola Amosov's 100th Birthday	100 лет со дня рождения Николая Амосова
Mihailo Petrović Alas' 145th birthday	145 лет со дня рождения Михайла Петровича Аласа
Jacques Cousteau's 100th Birthday	100 лет со дня рождения Жака Кусто
Omar Rayo's 84th Birthday	84 года со дня рождения Омара Райо
Hermann Rorschach's 129th Birthday	129 лет со дня рождения Германа Роршаха
Hans Christian Andersen's 205th Birthday	250 ­лет со дня рождения Ганса Христиана Андерсена
Agatha Christie's 120th Birthday	120 лет со дня рождения Агаты Кристи
Robert Bunsen's 200th Birthday	200 лет со дня рождения Роберта Бунзена
Hisashige Tanaka's 213th Birthday	213 ­лет со дня рождения Хисашиге Танаки
Miriam Makeba's 81st Birthday	81 год со дня рождения Мириам Макеба
Cesar Vallejo's 120th Birthday	120 ­лет со дня рождения Сесара Авраама Вальехо
Albert Camus's 100th Birthday	100 лет со дня рождения Альбера Камю
Park Wan-suh's 80th Birthday	80 лет со дня рождения Парк Ван-су
Douglas Adams' 61st Birthday	61 год со дня рождения Дугласа Адамса
Raj Kapoor's's 90th Birthday	90 лет со дня рождения Раджа Капура
Ivan Sechenov's 185th Birthday	185 лет со дня рождения Ивана Сеченова
Claude Debussy's 151st Birthday	151 год со дня рождения Клода Дебюсси­
Emmy Noether's 133rd Birthday	133 года со дня рождения Эмми Нётер
Thor Heyerdahl's 100th Birthday	100 лет со дня рождения Тура Хейердала
Leonhard Euler's 306th Birthday	306 ­лет со дня рождения Леонарда Эйлера
Antonio Berni's 108th Birthday	108 лет со дня рождения Антонио Берни
Shinichi Hoshi's 85th Birthday	85 лет со дня рождения Хоси Синити
Rosalind Franklin's 93rd Birthday	93 года со дня рождения Розалинд Франклин
Oscar Wilde's 156th Birthday	156 лет со дня рождения Оскара Уайльда
Sir Arthur Conan Doyle's 147th Birthday	147 лет со дня рождения сэра Артура Конана Дойля
Charles Dickens' 200th Birthday	200 лет со дня рождения Чарльза Диккенса
Emile Berliner's 160th Birthday	160 лет со дня рождения Эмиля Берлинера
Ludovico Ariosto's 540th Birthday	540 лет со дня рождения Лудовико Ариосто
William John Swainson's 224th Birthday	224 года со дня рождения Уильяма Джона Свенсона
Abu al-Wafa' al-Buzjani’s 1075th Birthday	1075 лет со дня рождения Абуль-Вафа аль-Бузджани
Mahmoud Mokhtar's 121st Birthday	121 год со дня рождения Махмуда Мухтара
Keith Haring's 54th Birthday	54 года со дня рождения Кита Харинга
Kobayashi Issa's 250th Birthday	250 ­лет со дня рождения Кобояси Иссы
Fernando Pessoa's 123rd Birthday	123 года со дня рождения Фернандо Пессоа
Raj Kapoor's 90th Birthday	90 лет со дня рождения Раджа Капура
Herman Potočnik's 120th Birthday	120 лет со дня рождения Германа Поточника
Juan Rulfo's 95th Birthday	95 лет с дня рождения Хуана Рульфо
Oskar Luts' 125th Birthday	125 лет со дня рождения Оскара Лутца
Akira Yoshizawa's 101st Birthday	101 год со дня рождения Акиры Ёсидзавы
Louis Daguerre's 224th Birthday	224 года со дня рождения Луи Дагера
Alfred Hitchcock's 104th Birthday	104 года со дня рождения Альфреда Хичкока
Nadežda Petrović’s 142nd Birthday	142 года со дня рождения Надежды Петрович
Lola Mora's 145th Birthday	145 лет со дня рождения Лолы Моры
43rd Anniversary of the Film "Ivan Vasilievich: Back to the Future"	43 года фильму "Иван Васильевич меняет профессию"
Sven Wingquist's 137th Birthday	137 лет со дня рождения Свена Вингвиста
Jean-Paul Sartre's 105th Birthday	105 лет со дня рождения Жана-Поля Сартра
Ruby Payne-Scott's 100th Birthday	100 лет со дня рождения Руби Пейн-Скотт
Henry van de Velde's 100th Birthday	100  лет со дня рождения Хенри ван де Велде
Ingmar Bergman's 95th Birthday	95 лет со дня рождения Ингмара Бергмана
Tato Bores' 85th Birthday	85 лет со дня рождения Тато Бореса
Sigmund Freud's 160th Birthday	160 лет со дня рождения Зигмунда Фрейда
Konstantin Tsiolkovsky's 155th birthday	155 лет со дня рождения Константина Циолковского
Jim Henson's 75th Birthday	75 лет со дня рождения Джима Хэнсона
Hong Xun Tao's 85th Birthday	85 лет со дня рождения Хун Сюнь Тао
Vladimir Durov's 150th Birthday	150 лет со дня рождения Владимира Дурова
Edgar Valter's 84th Birthday	84 года со дня рождения Эдгара Вальтера
Sunthorn Phu's 224th Birthday	224 года со дня рождения Сунтона Пу
Akatsuka Fujio's 75th Birthday	75 ­лет со дня рождения Акацуко Фудзио
Leonardo da Vinci's 553rd Birthday	553 года со дня рождения Леонардо да Винчи
Annie Besant’s 168th Birthday	168 лет со дня рождения Анни Безант
Luis Barragan's 111th Birthday	111 лет со дня рождения Луиса Баррагана
John Lennon's 70th Birthday	70 лет со дня рождения Джона Леннона
Joan Aiken’s 91st Birthday	91 год со дня рождения Джоан Эйкен
Vladimir Vernadsky's 150th Birthday	150 лет со дня рождения Владимира Вернадского
Norway's 200th Year of Independence	200 лет независимости Норвегии
Roberto Fontanarrosa's 70th Birthday	70 лет со дня рождения Роберто Фонтанарросы
22nd Anniversary of the baguette's official recognition	22 года назад было официально введено понятие "традиционный французский багет"
Slovakia Enters the Euro Zone	Присоединение Словакии к зоне евро
Mary Blair's 100th Birthday	100 лет со дня рождения Мэри Блэр
Miguel de Cervantes' Birthday	День рождения Мигеля Сервантеса
100th anniversary of the publication of Einstein's General Theory of Relativity	100 лет со дня публикации общей теории относительности Эйнштейна
Rufino Tamayo's 114th Birthday	114 лет со дня рождения Руфино Тамайо
240th Anniversary of the Bolshoi Theater's Foundation	240 лет со дня основания Большого театра
Andy Warhol's 74th Birthday	74 года со дня рождения Энди Уорхола
Yanka Kupala's 130th Birthday	130 лет со дня рождения Янки Купалы
Gideon Sundback's 132nd Birthday	132 года со дня рождения Гидеона Сундбэка
Yasujiro Ozu's 110th Birthday	110 лет со дня рождения Ясудзиро Одзу
Sergiu Celibidache's 100th Birthday	100 лет со дня рождения Серджиу Челибидаке
Diego Rivera's 125th Birthday	125 лет со дня рождения Диего Риверы
Dorothea Christiane Erxleben's 300th Birthday	300 лет со дня рождения Доротеи Эркслебен
Claude Bernard's 200th Birthday	200 лет со дня рождения Клода Бернара
Zubir Said's 107th Birthday	107 лет со дня рождения Зубира Саида
Pablo Picasso's 121st Birthday	121 год со дня рождения Пабло Пикассо
Robert Doisneau's 100th Birthday	100 лет со дня рождения Роберта Дуано
Jaroslav Seifert's 110th Birthday	110 лет со дня рождения Ярослава Сейферта
Arthur Boyd's 90th Birthday	90 лет со дня рождения Артура Бойда
Edward Lear's 200th Birthday	200 лет со дня рождения Эдварда Лира
La Tomatina 70th Anniversary	70-летие фестиваля Томатина
121st Anniversary of the first published timetable in Japan	121 год со дня публикации первого расписания в Японии
Jonas Salk's 100th Birthday	100 лет со дня рождения Джонаса Солка
Leah Goldberg's 102nd Birthday	102 года со дня рождения Леи Гольдберг
Alexander Popov's Invention of the Radio	Изобретение радио Александром Поповым
Louis Braille's 107th Birthday	107 лет со дня рождения Луи Брайля
60th Anniversary of Women's March	60 лет назад состоялся национальный марш женщин в ЮАР
Vinicius de Moraes's 100th Birthday	100 лет со дня рождения Виниуса ди Морайса
Solomiya Krushelnytska's 140th Birthday	140 лет со дня рождения Саломеи Крушельницкой
Salim Ali's 118th Birthday	118 со дня рождения Салима Али
Jules Verne's 183rd Birthday	183 года со дня рождения Жюля Верна
Mikhail Lomonosov's 300th Birthday	300 ­лет со дня рождения Михаила Ломоносова
Auguste Rodin's 172nd Birthday	172 года со дня рождения Огюста Родена
Juan Gris' 125th Birthday	125 лет со дня рождения Хуана Гриса
Amelia Earhart's 115th Birthday	115 лет со дня рождения Амелии Эрхарт
Ofra Haza's 57th Birthday	57 лет со дня рождения Офры Хазы
Christoffer Polhem's 350th Birthday	350 лет со дня рождения Кристофера Польхема
Evert Taube's 123rd Birthday	123 года со дня рождения Эверта Тоба
Leyla Gencer's 85th Birthday	85 лет со дня рождения Лейлы Генчер
Laura Secord's 239th Birthday	239 лет со дня рождения Лоры Секорд
Lucille Ball's 100th Birthday	100 лет со дня рождения Люсиль Болл
Rafael Bordalo Pinheiro's 167th Birthday	167 лет со дня рождения Рафаэла Бордалу Пиньейру
Sybil Kathigasu’s 116th Birthday	116 лет со дня рождения Сибил Катигасу
Ary Barroso's 110th Birthday	110 лет со дня рождения Ари Баррозу
Sir Norman Parkinson's 100th Birthday	100 лет со дня рождения сэра Нормана Паркинсона
José Sabogal's 125th Birthday	125 лет со дня рождения Хосе Сабогаля
Niki de Saint Phalle's 84th Birthday	84 года со дня рождения Ники де Сен-Фалль
Lygia Clark’s 95th Birthday	95 лет со дня рождения Лигии Кларк
Audrey Hepburn's 85th Birthday	85 лет со дня рождения Одри Хепбёрн
Zhang Daqian's 112th Birthday	112 лет со дня рождения Чжана Дацяня
200th Anniversary of Chile's National Library	200 лет Национальной библиотеке Чили
Django Reinhard's 100th Birthday	100 лет со дня рождения Джанго Рейнхардта
Mariquita Sanchez de Thompson's 228th Birthday	228 лет со дня рождения Марикиты Санчес де Томпсон
Johannes Kepler's 442nd Birthday	442 года со дня рождения Иоганна Кеплера
Santos Dumont's 139th Birthday	139 лет со дня рождения Сантос-Дюмона
Elizabeth Browning's 208th Birthday	208 лет со дня рождения Элизабет Браунинг
Sohair El-Qalamawy's 103rd Birthday	103 года со дня рождения Сухейр аль-Каламави
Henry van de Velde's 150th Birthday	150 ­лет со дня рождеия Хенри ван де Велде
Smokey Bear's 70th Birthday	70 лет со дня создания талисмана службы леса США "Медведь Смоки"
Vladmir Vysotsky's 74th Birthday	74 года со дня рождения Владимира Высоцкого
Howard Florey's 114th Birthday	114 лет со дня рождения Говарда Флори
Andrija Mohorovičić's 156th Birthday	156 лет со дня рождения Андрея Мохоровичича
Marcela Paz's 110th Birthday	110 лет со дня рождения Марселы Пас
Ella Fitzgerald's 96th Birthday	96 ­лет со дня рождения Эллы Фицжеральд
Manuel Alvarez Bravo's 111st Birthday	111 лет со дня рождения Мануэля Альвареса Браво
Dr. Sun Yat-sen's Birthday	День рождения Суня Ятсена
Luciano Pavarotti's 72nd Birthday	72 года со дня рождения Лучано Паваротти
Fyodor Tutchev's 210th Birthday	210 лет со дня рождения Федора Тютчева
Juliusz Slowacki's 205th Birthday	205 лет со дня рождения Юлиуша Словацкого
Alejandro Obregon's 93rd Birthday	93 года со дня рождения Алехандро Обрегона
Carlos Juan Finlay's 180th Birthday	180 лет со дня рождения Карлоса Хуана Финлея
Pandit Ravi Shankar’s 96th birthday	96 лет со дня рождения Рави Шанкара
Theodosia Okoh’s 94th birthday	94 года со дня рождения Теодосии Око
Shinobu Ishihara’s 137th birthday	137 лет со дня рождения Синобу Исихары
41st Anniversary of the discovery of the Mountain of the Butterflies	41 год назад положено начало Биосферному заповеднику бабочки монарх
Tamako Kataoka’s 95th birthday	95 лет со дня рождения Тамако Катаоки
Selma Lagerlöf's 155th Birthday	155 лет со дня рождения Сельмы Лагерлёф
Alda Merini’s 85th birthday	85 лет со дня рождения Альды Мерини
Phoebe Snetsinger’s 85th birthday	85 лет со дня рождения Фиби Снетсингер
40th Anniversary of the discovery of the Mountain of the Butterflies	40 лет назад был открыт Адамов пик
Lotte Reiniger’s 117th birthday	117 лет со дня рождения Лотты Райнигер
154th Anniversary of the first weather forecast	154 года со дня публикации первого прогноза погоды
Irena Kwiatkowska’s 104th birthday	104 года со дня рождения Ирены Квятковской
Victor Horta’s 154th Birthday	154 года со дня рождения Виктора Орты
Duke Kahanamoku’s 125th Birthday	125 лет со дня рождения Дьюка Каханамоку
Nettie Stevens’ 155th birthday	155 лет со дня рождения Нетти Стивенс
34th Anniversary of Similan Islands National Park	34 года Национальному парку Симиланских островов
Charles Perrault’s 388th Birthday	388 лет со дня рождения Шарля Перро
Yma Sumac’s 93rd birthday	93 года со дня рождения Имы Сумак
42nd Anniversary of the official recognition of the letter ё	42 года назад утверждена буква "ё"
88th Oscars Award Nominations	88-я церемония вручения премии "Оскар"
Derçy Gonçalves’s 99th birthday	109 лет со дня рождения Дерси Гонсалвес
25th Anniversary of the Opening of the Great Seto Bridge	25 лет со дня открытия моста Сэто
Raul Soldi’s 110th Birthday	110 лет со дня рождения Рауля Сольди
Zdeněk Burian’s 110th Birthday	110 лет со дня рождения Зденека Буриана
Dmitri Mendeleev’s 182nd Birthday	182 года со дня рождения Дмитрия Менделеева
Giorgio Morandi’s 125th Birthday	125 лет со дня рождения Джорджо Моранди
Alessandro Volta’s 270th Birthday	270 лет со дня рождения Алессандро Вольты
Lola Flores’ 93rd Birthday	93 года со дня рождения Лолы Флорес
Seif Wanly’s 109th Birthday	109 лет со дня рождения Сеифа Ванли
Muneyoshi Yanagi’s 127th birthday	127 лет со дня рождения Янаги Соэцу
First Hot Air Balloon Flight	Первый полет на воздушном шаре
Raymond Loewy's 120th Birthday	120 лет со дня рождения Раймонда Лоуи
Samuel Beckett’s 110th birthday	110 лет со дня рождения Сэмюэла Беккета
Nadine Gordimer’s 92nd Birthday	92 года со дня рождения Надин Гордимер
Munshi Premchand’s 135th Birthday	135 лет со дня рождения Мунши Премчанда
Gustavo Cerati’s 56th Birthday	56 лет со дня рождения Густаво Серати
William Morris’ 182nd birthday	182 года со дня рождения Уильяма Морриса
Adolphe Sax’s 201st Birthday	201 год со дня рождения Адольфа Сакса
Adoniran Barbosa’s 105th Birthday	105 лет со дня рождения Адонирана Барбозы
Evidence of water found on Mars	На Марсе найдена вода
Korney Chukovsky’s 133rd birthday	133 года со дня рождения Корнея Чуковского
Josef Kajetán Tyl's 205th Birthday	205 лет со дня рождения Йозефа Каетана Тыла
Shakuntala Devi's 84th Birthday	84 года со дня рождения Шакунталы Деви
Ki Hajar Dewantara’s 126th Birthday	126 лет со дня рождения Ки Хаджара Деванторо
Ángela Ruiz Robles’s 120th birthday	120 лет со дня рождения Анхелы Руис Роблес
Zora Neale Hurston's 123rd Birthday	123 года со дня рождения Зоры Ниэл Хёрстон
Caroline Herschel’s 266th birthday	266 лет со дня рождения Каролины Гершель
130th Anniversary of France delivering the Statue of Liberty to the United States	130 лет со дня доставки Статуи Свободы из Франции в США
202nd anniversary of the First Government Assembly in Chile	202 года со дня первой Ассамблеи правительства Чили
Rene Laennec’s 235th Birthday	235 лет со дня рождения Рене Лаэннека
225th Birthday of Karl Drais	225 лет со дня рождения Карла Дреза
50th anniversary of the 1st play with Jara Cimrman	50 лет первой пьесе о Яре Цимрмане
40th Anniversary of Sesame Street - Leniemienie	40 лет детскому сериалу "Улица Сезам" – Лениемиение
40th Anniversary of the National Monument of Indonesia	40 лет Национальному монументу Индонезии
Hans Christian Ørsted's Birthday	День рождения Ханса Кристиана Эрстеда
229th Anniversary of the first ascent of Mont Blanc	229-я годовщина первого восхождения на Монблан
199th anniversary of the First Government Assembly in Chile	199 лет со дня первой Ассамблеи правительства Чили
Hidetsugu Yagi’s 130th Birthday	130 лет со дня рождения Хидэцугу Яги
Dian Fossey's 82nd Birthday	82 года со дня рождения Дайан Фосси
Suzanne Lenglen’s 117th Birthday	117 лет со дня рождения Сюзанн Ленглен
Halet Çambel’s 99th Birthday	99 лет со дня рождения Халета Чамбела
Sofia Kovalevskaya's 164th Birthday	164 года со дня рождения Софьи Ковалевской
Langston Hughes’ 113th Birthday	113 лет со дня рождения Лэнгстона Хьюза
Alice Paul’s 131st Birthday	131 год со дня рождения Элис Пол
216th Anniversary of the discovery of the Pierre de Rosette	216 лет назад был найден Розеттский камень
Peter Carl Fabergé's 166th Birthday	166 лет со дня рождения Петера Карла Фаберже
Faten Hamama’s 85th birthday	85 лет со дня рождения Фатен Хамамы
Kalpana Chawla’s 54th birthday	54 года со дня рождения Калпаны Чавлы
Eduard Slavoljub Penkala's 141st Birthday	141 года со дня рождения Эдуарда Славолюба Пенкалы
238th Anniversary of the inauguration of Teatro Alla Scala	238 лет со дня открытия театра "Ла Скала"
Clara Rockmore’s 105th Birthday	105 лет со дня рождения Клары Рокмор
Klavdiya Shulzhenko’s 110th birthday	110 лет со дня рождения Клавдии Шульженко
90th Anniversary of the first demonstration of Television	90 лет со дня первого эксперимента по телетрансляции
450th Anniversary of Rio de Janeiro	450 лет Рио-де-Жанейро
Antoni Gaudí's 161st Birthday	161 год со дня рождения Антонио Гауди
Ladislao José Biro’s 117th birthday	117 лет со дня рождения Ласло Биро
Claude Shannon’s 100th birthday	100 ­лет со дня рождения Клода Шеннона
800th Anniversary of the Magna Carta	800 лет Великой хартии вольностей
André Franquin's 90th Birthday	90 лет со дня рождения Андре Франкена
Alois Jirásek's 160th Birthday	160 лет со дня рождения Алоиса Йирасека
Hertha Marks Ayrton’s 162nd birthday	162 года со дня рождения Герты Маркс Айртон
Never Ending Story Publishing 37th Anniversary	37 лет со дня публикации "Бесконечной истории"
Quinquela Martín's 122nd Birthday	122 года со дня рождения Кинкела Мартина
Verghese Kurien’s 94th Birthday	94 года со дня рождения Вергиза Куриена
Jan Kaplický's 75th Birthday	75 лет со дня рождения Яна Каплицкого
Tamaki Miura’s 132nd Birthday	132 года со дня рожденья Тамаки Миуры
Brian Ó Nualláin's 101st Birthday	101 год со дня рождения Бриана О’Нуаллана
Adile Naşit’s 86th birthday	86 лет со дня рождения Адиле Нашит
Olga Cossettini’s 117th Birthday	117 лет со дня рождения Ольги Коссеттини
Karl Landsteiner’s 148th birthday	148 лет со дня рождения Карла Ландштейнера
Rukmini Devi’s 112th Birthday	112 лет со дня рождения Рукмини Деви
Cevat Şakir Kabaağaçlı’s 125th Birthday	125 лет со дня рождения Джевата Шакира Кабаагачлы
Tomás Carrasquilla's 155th Birthday	155 лет со дня рождения Томаса Карраскильи
126th Anniversary of the public opening of the Eiffel Tower	126 лет с открытия Эйфелевой башни для публики
201st anniversary of the First Government Assembly in Chile	201 год со дня первой Ассамблеи правительства Чили
Georges Perec’s 80th Birthday	80 лет со дня рождения Жоржа Перека
100th anniversary of Platero y yo	100 лет со дня выхода цикла рассказов "Платеро и я"
Selena Quintanilla’s 45th birthday	45 лет со дня рождения Селены Кинтанильи
Nizar Qabbani’s 93rd birthday	93 года со дня рождения Низара Каббани
50th Anniversary of the First Man in Space	50 лет с первого полета человека в космос
Rubén Darío's 146th Birthday	146 лет со дня рождения Рубена Дарио
George Boole’s 200th Birthday	200 лет со дня рождения Джорджа Буля
Amrita Sher-Gil’s 103rd Birthday	103 года со дня рождения Амриты Шер-Гил
Peder Severin Krøyer's 159th Birthday	159 лет со дня рождения Педера Северина Крёйера
Lina Bo Bardi 100th Birthday	100 лет со дня рождения Лины Бо Барди
88th Oscars Awards Ceremony	88-я церемония вручения премии "Оскар"
Zoltán Kodály's 130th Birthday	130 лет со дня рождения Золтана Кодая
Frankie Manning’s 102nd birthday	102 года со дня рождения Фрэнки Мэннинга
120th Anniversary of First Modern Olympic Games	120 лет назад начались первые Олимпийские игры современности
40th Anniversary of Sesame Street - Big Bird	40 лет "Улице Сезам" – Большая желтая птица
Ji Hyun-ok’s 54th Birthday	54 года со дня рождения Чжи Хён Ок
Lee Tai-young’s 101st Birthday	101 год со дня рождения Ли Тай Йонг
35th Anniversary of Nezha Conquers the Dragon King	35 лет со дня выхода анимационного фильма "Нэчжа покоряет морского дракона"
Start of the 100th tour of Flanders	Начало 100-го Тура Фландрии
204th anniversary of the First Government Assembly in Chile	204 года со дня первой Ассамблеи правительства Чили
358th Anniversary of Tea in England	358 лет с момента появления чая в Великобритании
Bartolomeo Cristofori’s 360th Birthday	360 лет со дня рождения Бартоломео Кристофори
William Morris’s 182nd birthday	182 года со дня рождения Уильяма Морриса
Munshi Premchand’s 136th Birthday	136 лет со дня рождения Мунши Премчанда
Lesya Ukrainka’s 145th Birthday	145 лет со дня рождения Леси Украинки
Wilbur Scoville’s 151st Birthday	151 год со дня рождения Уилбура Сковилла
Olga Skorokhodova’s 105th birthday	105 лет со дня рождения Ольги Скороходовой
José Mauro de Vasconcelos’ 95th Birthday	95 лет со дня рождения Хосе Мауро де Васконселоса
Henri Coandă’s 130th birthday	130 лет со дня рождения Анри Коанда
40th anniversary of the Cycleway program	40 лет со дня основания программы Cycleway
Jane Jacobs’s 100th birthday	100 лет со дня рождения Джейн Джекобс
Henri Cuanda’s 130th birthday	130 лет со дня рождения Анри Коанда
Edward Koiki Mabo’s 80th birthday	80 лет со дня рождения Эдди Коики Мабо
Latifa al-Zayyat’s 92nd Birthday	92 лет со дня рождения Латифы аз-Зайят
Tashiro Furukawa’s 170th Birthday	170 лет со дня рождения Таширо Фурукавы
François Truffaut's 80th Birthday	80 лет со дня рождения Франсуа Трюффо
Františka Plamínková’s 141st Birthday	141 год со дня рожденья Франтишки Пламинковой
120th anniversary of the first transportation timetable publication	120 лет со дня публикации первого расписания движения транспорта
Ting-pho Tan’s 120th Birthday	120 лет со дня рождения Чэня Чэн-бо
25th Anniversary of the Velvet Revolution	25-я годовщина Бархатной революции
Silpa Bhirasri’s 124th birthday	124 года со дня рождения Силпы Бхирасри
Concepción Arenal’s 195th Birthday	195 лет со дня рождения Консепсьон Ареналь
Carmen Costa’s 96th Birthday	96 лет со дня рождения Кармен Коста
Mario Miranda’s 90th birthday	90 лет со дня рождения Марио Миранды
Mohammed Ghani Hikmat’s 87th birthday	87 лет со дня рождения Мохаммеда Гани Хикмата
Naguib El Rihani’s 127th Birthday	127 лет со дня рождения Нагиба ар-Рейхани
Saturnino Herrán's 126th Birthday	126 лет со дня рождения Сатурнино Эррана
198th anniversary of the First Government Assembly in Chile	198 лет со дня первой Ассамблеи правительства Чили
22nd anniversary of the official recognition of French traditional bread	22 года назад утвержден стандарт французского багета
Françoise Dolto’s 107th Birthday	107 лет со дня рождения Франсуазы Дольто
Beatrice Tinsley’s 75th Birthday	75 лет со дня рождения Беатрис Тинслей
Maria Erika Olofsdotter Kruukka’s 150th Birthday	150 лет со дня рождения Марии-Эрики Олофсдоттер-Круукка
41st Anniversary of the Discovery of the Mountain of the Butterflies	41 год назад положено начало Биосферному заповеднику бабочки монарх
Samaun Samadikun’s 85th birthday	85 лет со дня рождения Самауна Самадикуна
71st Anniversary of The Wizard of Oz	71 год с написания "Волшебника страны Оз"
Nasir al-Din al-Tusi's 812th Birthday	812 ­лет со дня рождения Насира ад-Дина ат-Туси
Eiji Tsuburaya’s 114th Birthday	114 лет со дня рождения Эйдзи Цубурая
80th Anniversary of Kasprowy Wierch cableway launch	80 лет назад заработала канатная дорога на вершине Каспровы-Верх
José Pablo Moncayo's 100th Birthday	100 лет со дня рождения Хосе Пабло Монкайо
María Elena Walsh's 83rd Birthday	83 года со дня рождения Марии Элены Уолш
Rhee Seund Ja’s 98th birthday	98 лет со дня рождения Сон Ча Ли
Amrita Shergill’s 103rd Birthday	103 года со дня рождения Амриты Шер-Гил
Sybil Kathigasu’s 117th birthday	117 лет со дня рождения Сибил Катигасу
Dercy Gonçalves’ 109th birthday	109 лет со дня рождения Дерси Гонсалвес
Takizo Iwasaki’s 121st birthday	121 год со дня рождения Такидзо Ивасаки
Zuzu Angel’s 94th Birthday	94 года со дня рождения Зузу Анжел
Maria von Trapp's 109th Birthday	109 лет со дня рождения Марии фон Трапп
Anne Frank’s 86th birthday	86 лет со дня рождения Анны Франк
42nd Anniversary of Rio-Nitoroi Bridge Opening	42 года назад открыт мост Рио-Нитерой
Eiko Ishioka’s 78th birthday	78 лет со дня рождения Эйко Исиоки
Aiga Rasch’s 74th Birthday	74 года со дня рождения Айги Раш
Friedrich Fröbel's 230th Birthday	230 лет со дня рождения Фридриха Фрёбеля
Jean Batten’s 107th birthday	107 лет со дня рождения Джин Баттен
Rosalía de Castro’s 178th Birthday	178 лет со дня рождения Росалии де Кастро
Juan Manuel Fangio’s 105th birthday	105 лет со дня рождения Хуана Мануэля Фанхио
Faina Ranevskaya’s 119th Birthday	119 лет со дня рождения Фаины Раневской
Amália Rodrigues' 91st Birthday	91 год со дня рождения Амалии Родригиш
Helena Zmatlíková's 90th Birthday	90 лет со дня рождения Хелены Зматликовой
Elizabeth Garrett Anderson’s 180th birthday	180 лет со дня рождения Элизабет Гаррет Андерсон
Lola Flores ’s 93rd Birthday	93 года со дня рождения Лолы Флорес
Andrejs Jurjans’s 160th birthday	160 лет со дня рождения Андрейса Юрьянса
Lola Flores’s 93rd Birthday	93 года со дня рождения Лолы Флорес
Federico García Lorca's 115th Birthday	115 лет со дня рождения Федерико Гарсиа Лорки
Edvard Grieg’s 172nd Birthday	172 года со дня рождения Эдварда Грига
45th Anniversary of the creation of Barbapapa	45 лет комиксу "Барбапапа"
Momofuku Ando’s 105th Birthday	105 лет со дня рождения Момофуку Андо
Ángela Ruiz Robles’s 121st Birthday	121 год со дня рождения Анхелы Руис Роблес
Yam Kim Fai’s 103rd Birthday	103 года со дня рождения Яма Кимфая
Fouad el-Mohandes’s 92nd birthday	92 года со дня рождения Фуада Эль-Мохандеса
Shadi Abdel Salam’s 85th Birthday	85 лет со дня рождения Шади Абдель Салама
Tapio Wirkkala’s 100th Birthday	100 лет со дня рождения Тапио Вирккала
José María Velasco's 172nd Birthday	172 года со дня рождения Хосе Мария Веласко
Volodymyr Dakhno's 81st Birthday	81 год со дня рождения Владимина Дахно
Yasmin Ahmad's 56th Birthday	56 лет со дня рождения Ясмин Ахмад
41st Anniversary of the discovery of Lucy	41 год назад обнаружен скелет Люси
Erwin Schrödinger's 126th Birthday	126 лет со дня рождения Эрвина Шрёдингера
Hwang Sun-won’s 100th Birthday	100 лет со дня рождения Хван Сун Вона
45th Anniversary of The First Broadcast of El Chavo del Ocho	45 лет сериалу "Чаво с восьмого"
238th Anniversary of inauguration of Teatro Alla Scala	238 лет со дня открытия театра "Ла Скала"
Sophie Taeuber-Arp’s 127th Birthday	127 лет со дня рождения Софи Тойбер-Арп
191st Anniversary of the Bolshoi Theater	191 год Большому театру
Fouad el-Mohandes’ 92nd birthday	92 года со дня рождения Фуада Эль-Мохандес
Lucy Maud Montgomery’s 141st Birthday	141 год со дня рождения Люси Мод Монтгомери
Rene Laennac’s 235th Birthday	235 лет со дня рождения Рене Лаэннека
